id,classgrp,grpa,grpb,grpc,grpd,grpe,grpf,grpg,grph,grpi,grpj,grpk,grpl,grpm,grpn,grpo,grp1a,grp1b,grp1c,grp1d,grp1e,grp1f,grp1g,grp1h,grp1i,grp1j,grp1k,grp1l,grp1m,grp1n,grp1o,grp2a,grp2b,grp2c,grp2d,grp2e,grp2f,grp2g,grp2h,grp2i,grp2j,grp2k,grp2l,grp2m,grp2n,grp2o,grp3a,grp3b,grp3c,grp3d,grp3e,grp3f,grp3g,grp3h,grp3i,grp3j,grp3k,grp3l,grp3m,grp3n,grp3o,grp4a,grp4b,grp4c,grp4d,grp4e,grp4f,grp4g,grp4h,grp4i,grp4j,grp4k,grp4l,grp4m,grp4n,grp4o,classid
1040307,1,1040348,1040303,1040341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040308,1,1040327,1040303,1040310,1040324,1040346,1040344,1040348,1040309,1040331,,,,,,,1040327,1040303,1040310,,,,,,,,,,,,,1040329,1040331,1040344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040309,1,1040306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040310,1,1040321,1040324,1040341,,,,,,,,,,,,,1040308,1040321,1040324,1040341,,,,,,,,,,,,1040303,1040331,1040308,1040321,1040324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040311,,1040342,1040320,1040319,1040349,,,,,,,,,,,,1040342,1040320,1040314,,,,,,,,,,,,,1040328,1040326,1040335,1040319,,,,,,,,,,,,1040332,1040348,1040341,1040309,,,,,,,,,,,,1040310,1040331,1040308,,,,,,,,,,,,,10403
1040312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040302,1040305,1040305,1040302,10403
1040313,1,1040318,1040334,,,,,,,,,,,,,,1040349,1040311,1040314,1040320,1040339,1040316,,,,,,,,,,1040313,1040318,1040317,1040336,1040334,1040330,1040305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040314,1,1040342,1040320,1040339,1040311,1040349,1040340,,,,,,,,,,1040342,1040320,,,,,,,,,,,,,,1040311,1040339,1040337,,,,,,,,,,,,,1040340,1040302,1040316,,,,,,,,,,,,,1040336,1040305,,,,,,,,,,,,,,10403
1040315,1,1040348,1040304,1040306,,,,,,,,,,,,,1040348,1040304,1040306,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040350,1040349,1040342,,,,,,,,,,,,,1040342,1040343,1040350,,,,,,,,,,,,,10403
1040316,1,1040312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040339,1040337,1040349,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040317,1,1040319,1040313,1040318,,,,,,,,,,,,,1040319,1040321,1040302,,,,,,,,,,,,,1040336,,,,,,,,,,,,,,,1040305,,,,,,,,,,,,,,,1040326,,,,,,,,,,,,,,,10403
1040318,1,1040305,1040326,1040313,1040338,,,,,,,,,,,,1040335,1040317,1040319,,,,,,,,,,,,,1040340,1040314,,,,,,,,,,,,,,1040347,1040316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040350,,,,,,,,,,,,,,,10403
1040320,1,1040342,1040349,1040339,1040314,,,,,,,,,,,,1040342,1040339,1040314,1040349,1040312,,,,,,,,,,,1040336,1040330,1040326,1040318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040321,2,,,,,,,,,,,,,,,,1040310,1040348,1040324,1040331,1040322,1040341,,,,,,,,,,1040303,1040307,1040306,1040309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040322,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040324,1,1040310,1040321,1040303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040325,,1040331,1040301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040326,,,,,,,,,,,,,,,,,1040306,1040328,1040346,1040303,1040315,1040348,1040311,1040309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040327,1,1040308,,,,,,,,,,,,,,,1040335,1040328,1040326,,,,,,,,,,,,,1040323,1040301,1040331,,,,,,,,,,,,,1040339,1040337,,,,,,,,,,,,,,1040342,1040311,,,,,,,,,,,,,,10403
1040328,1,1040311,1040342,1040312,1040349,1040320,,,,,,,,,,,1040306,1040328,1040303,1040315,1040348,1040311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040329,1,1040341,1040333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040330,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040331,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040332,1,1040341,1040333,,,,,,,,,,,,,,1040339,1040316,1040349,1040320,,,,,,,,,,,,1040303,1040322,1040321,1040310,1040323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040333,1,1040332,1040341,1040304,1040348,,,,,,,,,,,,1040333,1040341,1040332,,,,,,,,,,,,,1040321,1040322,1040310,1040303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040334,,1040313,1040338,,,,,,,,,,,,,,1040338,,,,,,,,,,,,,,,1040313,,,,,,,,,,,,,,,1040336,,,,,,,,,,,,,,,1040350,,,,,,,,,,,,,,,10403
1040335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040336,1,1040330,1040318,1040335,1040338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040337,1,1040339,1040302,1040343,1040320,1040312,,,,,,,,,,,1040339,1040302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040338,1,1040334,,,,,,,,,,,,,,,1040334,1040311,,,,,,,,,,,,,,1040315,1040320,,,,,,,,,,,,,,1040339,1040305,,,,,,,,,,,,,,1040336,1040335,,,,,,,,,,,,,,10403
1040339,1,1040337,,,,,,,,,,,,,,,1040337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040342,1040320,,,,,,,,,,,,,,1040314,1040311,,,,,,,,,,,,,,10403
1040340,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040341,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040342,1,1040320,1040349,1040311,1040314,,,,,,,,,,,,1040320,1040349,1040311,1040314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040343,1,1040330,1040340,1040312,1040339,1040337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040344,2,,,,,,,,,,,,,,,,1040309,1040348,1040306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040345,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040346,1,1040344,1040327,1040348,,,,,,,,,,,,,1040311,1040312,1040342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040348,1,1040315,1040307,,,,,,,,,,,,,,1040315,1040307,1040333,1040303,1040323,,,,,,,,,,,1040342,1040320,1040314,1040311,,,,,,,,,,,,1040322,1040304,1040306,,,,,,,,,,,,,1040324,1040344,1040345,,,,,,,,,,,,,10403
1040349,2,1040339,1040320,1040342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1040350,,1040313,1040317,1040337,1040319,1040340,,,,,,,,,,,1040313,1040328,1040312,1040339,1040336,1040340,,,,,,,,,,1040326,1040340,1040328,1040336,1040317,,,,,,,,,,,1040339,1040320,1040313,1040334,,,,,,,,,,,,,,,,,,,,,,,,,,,10403
1050101,1,1050133,,,,,,,,,,,,,,,1050103,1050118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050102,1,1050105,1050119,,,,,,,,,,,,,,1050144,1050120,,,,,,,,,,,,,,1050137,1050121,,,,,,,,,,,,,,1050147,1050105,,,,,,,,,,,,,,1050136,1050149,,,,,,,,,,,,,,10501
1050103,1,,,,,,,,,,,,,,,,1050109,1050140,1050123,,,,,,,,,,,,,1050102,1050130,1050116,,,,,,,,,,,,,1050133,1050148,,,,,,,,,,,,,,1050113,1050149,,,,,,,,,,,,,,10501
1050104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050105,,1050106,1050102,1050149,1050130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050106,1,1050119,1050117,1050136,1050111,1050133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050107,1,1050125,1050135,1050152,,,,,,,,,,,,,1050131,,,,,,,,,,,,,,,1050128,,,,,,,,,,,,,,,1050115,,,,,,,,,,,,,,,1050139,,,,,,,,,,,,,,,10501
1050108,1,1050132,1050150,1050131,,,,,,,,,,,,,1050125,1050108,1050107,1050152,1050138,,,,,,,,,,,1050132,1050150,1050131,,,,,,,,,,,,,1050118,1050111,,,,,,,,,,,,,,1050153,1050146,,,,,,,,,,,,,,10501
1050109,1,1050103,1050140,1050147,1050148,1050145,1050112,1050120,1050133,,,,,,,,1050103,1050140,,,,,,,,,,,,,,1050104,1050148,,,,,,,,,,,,,,1050145,1050112,,,,,,,,,,,,,,1050120,1050133,,,,,,,,,,,,,,10501
1050110,1,1050134,1050108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050111,1,1050106,1050118,1050117,1050119,1050136,1050120,1050121,,,,,,,,,1050118,1050108,1050135,1050115,1050110,1050138,,,,,,,,,,1050147,1050143,1050148,1050145,,,,,,,,,,,,1050149,1050136,1050122,1050130,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050112,1,1050116,1050122,1050137,,,,,,,,,,,,,1050132,1050150,1050131,,,,,,,,,,,,,1050140,1050123,,,,,,,,,,,,,,1050116,1050137,,,,,,,,,,,,,,1050109,1050120,,,,,,,,,,,,,,10501
1050113,1,1050147,,,,,,,,,,,,,,,1050140,1050133,1050109,1050123,1050130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050114,1,1050106,1050117,1050118,1050119,1050137,,,,,,,,,,,1050106,1050114,1050111,1050115,1050116,1050117,1050119,,,,,,,,,1050102,1050103,1050140,1050145,,,,,,,,,,,,1050152,1050150,1050142,1050132,1050131,,,,,,,,,,,1050124,1050125,1050135,1050108,1050107,,,,,,,,,,,10501
1050115,1,1050108,1050110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050108,1050115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050116,1,1050137,1050112,1050120,,,,,,,,,,,,,1050137,1050112,1050130,1050121,,,,,,,,,,,,1050120,1050109,1050126,,,,,,,,,,,,,1050117,,,,,,,,,,,,,,,1050130,1050103,,,,,,,,,,,,,,10501
1050117,1,1050111,1050119,1050126,1050120,1050113,,,,,,,,,,,1050111,1050114,1050113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050118,1,1050111,,,,,,,,,,,,,,,1050118,1050126,1050111,1050106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050119,1,1050111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050120,,1050144,1050116,1050121,1050119,1050109,,,,,,,,,,,1050119,1050111,1050109,1050144,1050106,,,,,,,,,,,1050116,1050121,1050109,1050137,,,,,,,,,,,,1050125,1050128,1050138,1050124,,,,,,,,,,,,1050131,1050142,1050150,1050132,,,,,,,,,,,,10501
1050121,1,1050120,1050137,,,,,,,,,,,,,,1050150,1050132,1050131,1050152,,,,,,,,,,,,1050140,1050123,1050133,1050109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050122,2,,,,,,,,,,,,,,,,1050109,1050112,1050116,1050137,1050121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050123,1,1050140,1050109,,,,,,,,,,,,,,1050109,1050140,,,,,,,,,,,,,,1050130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050124,1,1050125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050126,1,1050134,1050105,1050140,,,,,,,,,,,,,1050109,1050140,,,,,,,,,,,,,,1050103,1050102,,,,,,,,,,,,,,1050118,1050122,,,,,,,,,,,,,,1050112,1050144,,,,,,,,,,,,,,10501
1050127,1,1050131,1050116,1050152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050128,,1050125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050129,2,,,,,,,,,,,,,,,,1050132,1050152,1050150,,,,,,,,,,,,,1050107,1050138,1050135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050130,1,1050112,1050126,1050140,,,,,,,,,,,,,1050111,1050126,1050119,,,,,,,,,,,,,1050112,1050140,1050109,1050123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050131,1,1050132,1050150,1050152,1050129,,,,,,,,,,,,1050132,1050150,1050152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050132,1,1050131,1050129,1050142,1050150,1050152,,,,,,,,,,,1050108,1050110,1050107,1050125,1050135,,,,,,,,,,,1050140,1050109,1050112,1050116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050133,1,1050101,1050116,1050105,,,,,,,,,,,,,1050140,1050109,1050123,,,,,,,,,,,,,1050148,1050145,,,,,,,,,,,,,,1050132,1050131,1050150,1050125,1050152,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050134,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050135,1,1050108,1050128,1050139,1050129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050115,1050108,1050107,1050125,1050152,,,,,,,,,,,10501
1050136,2,,,,,,,,,,,,,,,,1050132,1050112,1050130,,,,,,,,,,,,,1050111,1050109,1050119,1050122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050137,1,1050112,1050121,1050116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050140,1050123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050138,1,1050108,1050107,1050151,1050110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050139,1,1050151,1050128,,,,,,,,,,,,,,1050101,1050104,,,,,,,,,,,,,,1050132,1050127,,,,,,,,,,,,,,1050141,1050115,,,,,,,,,,,,,,1050143,1050147,,,,,,,,,,,,,,10501
1050140,1,1050109,1050103,1050112,,,,,,,,,,,,,1050131,1050132,1050150,1050152,,,,,,,,,,,,1050140,1050109,1050112,1050103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050141,,1050126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050142,1,1050132,1050150,1050152,1050131,,,,,,,,,,,,1050125,1050108,1050107,1050135,,,,,,,,,,,,1050110,1050124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050143,1,1050147,1050105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050144,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050145,1,1050109,1050140,1050148,,,,,,,,,,,,,1050140,1050109,,,,,,,,,,,,,,1050101,1050147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050146,1,1050153,1050114,1050118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050147,1,1050126,1050119,,,,,,,,,,,,,,1050101,1050143,,,,,,,,,,,,,,1050104,1050123,,,,,,,,,,,,,,1050126,,,,,,,,,,,,,,,1050148,1050145,,,,,,,,,,,,,,10501
1050148,1,1050145,1050109,1050103,,,,,,,,,,,,,1050116,1050112,,,,,,,,,,,,,,1050109,1050103,,,,,,,,,,,,,,1050134,1050126,,,,,,,,,,,,,,1050119,1050136,,,,,,,,,,,,,,10501
1050149,,1050105,1050136,1050102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050150,1,1050132,1050131,1050152,,,,,,,,,,,,,1050132,1050131,1050152,1050142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050151,1,1050139,,,,,,,,,,,,,,,1050139,,,,,,,,,,,,,,,1050138,,,,,,,,,,,,,,,1050138,,,,,,,,,,,,,,,1050141,,,,,,,,,,,,,,,10501
1050152,1,1050132,1050150,1050125,1050131,1050107,,,,,,,,,,,1050131,1050132,1050150,1050152,,,,,,,,,,,,1050125,1050107,1050108,1050135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10501
1050201,1,1050202,1050234,1050206,,,,,,,,,,,,,1050208,1050221,1050222,1050210,1050254,,,,,,,,,,,1050239,1050223,1050229,1050209,1050241,,,,,,,,,,,1050239,1050223,1050229,1050209,1050241,,,,,,,,,,,1050246,1050245,1050247,1050237,,,,,,,,,,,,10502
1050202,2,1050201,1050201,1050206,,,,,,,,,,,,,1050239,1050223,1050209,1050241,1050229,,,,,,,,,,,1050208,1050222,1050221,1050219,1050254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050203,1,1050248,1050219,1050225,1050242,1050233,,,,,,,,,,,1050239,1050209,1050223,1050202,,,,,,,,,,,,1050222,1050221,1050208,1050210,,,,,,,,,,,,1050201,1050234,1050214,1050202,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050204,1,1050218,1050215,,,,,,,,,,,,,,1050239,1050241,1050209,1050229,1050202,1050223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050205,1,1050222,1050208,1050248,1050251,,,,,,,,,,,,1050219,1050233,1050203,1050243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050206,17,,,,,,,,,,,,,,,,1050201,1050202,,,,,,,,,,,,,,1050234,1050214,,,,,,,,,,,,,,1050208,1050221,1050222,1050210,,,,,,,,,,,,1050239,1050241,1050209,,,,,,,,,,,,,10502
1050207,2,1050222,1050219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050252,1050232,1050208,,,,,,,,,,,,,1050233,1050254,,,,,,,,,,,,,,1050213,1050225,,,,,,,,,,,,,,10502
1050208,1,1050221,1050222,,,,,,,,,,,,,,1050221,1050222,1050208,1050213,1050220,1050233,,,,,,,,,,1050203,1050212,1050225,1050252,1050254,1050211,,,,,,,,,,1050216,1050231,1050201,1050205,1050224,,,,,,,,,,,1050241,1050206,1050207,1050232,1050242,,,,,,,,,,,10502
1050209,1,1050239,1050223,1050241,1050229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050210,1,1050208,1050221,1050222,1050224,,,,,,,,,,,,1050224,1050243,1050242,,,,,,,,,,,,,1050208,1050222,1050221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050211,1,1050225,1050254,1050213,1050208,,,,,,,,,,,,1050239,1050241,1050223,1050209,1050229,1050206,1050241,,,,,,,,,1050208,1050222,1050221,1050219,1050207,,,,,,,,,,,1050214,1050239,1050217,1050238,1050218,1050204,,,,,,,,,,1050226,1050231,1050216,1050240,,,,,,,,,,,,10502
1050212,1,1050213,1050211,1050250,,,,,,,,,,,,,1050215,1050211,1050204,1050206,1050236,,,,,,,,,,,1050219,1050227,1050205,1050222,1050251,,,,,,,,,,,1050223,1050239,1050226,,,,,,,,,,,,,1050250,1050207,1050224,,,,,,,,,,,,,10502
1050213,1,1050252,1050212,,,,,,,,,,,,,,1050239,1050223,1050202,1050209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050214,1,1050234,1050238,,,,,,,,,,,,,,1050239,1050241,1050206,1050229,,,,,,,,,,,,1050201,1050202,,,,,,,,,,,,,,1050241,1050218,1050215,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050215,1,1050217,1050218,1050241,,,,,,,,,,,,,1050214,1050234,1050225,,,,,,,,,,,,,1050230,1050213,1050208,,,,,,,,,,,,,1050239,1050209,1050241,1050244,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050216,1,1050228,1050230,,,,,,,,,,,,,,1050239,1050241,1050223,1050209,,,,,,,,,,,,1050208,1050221,1050222,1050210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050217,1,1050238,1050214,1050218,1050241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050218,,1050241,1050215,1050217,1050238,1050214,1050234,,,,,,,,,,1050239,1050202,1050201,,,,,,,,,,,,,1050212,1050219,1050211,,,,,,,,,,,,,1050225,1050240,,,,,,,,,,,,,,1050210,1050226,1050231,,,,,,,,,,,,,10502
1050219,1,1050221,,,,,,,,,,,,,,,1050213,1050208,1050211,,,,,,,,,,,,,1050221,1050220,1050210,,,,,,,,,,,,,1050214,1050234,1050201,,,,,,,,,,,,,1050241,1050218,1050206,,,,,,,,,,,,,10502
1050220,1,1050208,1050222,,,,,,,,,,,,,,1050201,1050202,1050241,1050239,,,,,,,,,,,,1050234,1050241,1050215,1050218,,,,,,,,,,,,1050251,1050233,1050243,1050224,1050242,,,,,,,,,,,1050208,1050222,1050221,1050219,,,,,,,,,,,,10502
1050221,1,1050222,1050208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050222,1,1050208,1050221,1050213,,,,,,,,,,,,,1050227,1050205,1050203,,,,,,,,,,,,,1050239,1050209,1050206,,,,,,,,,,,,,1050223,1050229,1050241,,,,,,,,,,,,,1050251,1050243,1050249,,,,,,,,,,,,,10502
1050223,,1050239,1050241,1050209,1050229,,,,,,,,,,,,1050208,1050222,1050221,1050210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050224,1,1050242,1050243,,,,,,,,,,,,,,1050208,1050222,1050232,1050221,1050233,1050254,,,,,,,,,,1050207,1050249,1050211,,,,,,,,,,,,,1050239,1050209,1050223,,,,,,,,,,,,,1050231,1050226,1050240,,,,,,,,,,,,,10502
1050225,1,1050213,1050207,1050210,,,,,,,,,,,,,1050208,1050222,1050205,1050227,,,,,,,,,,,,1050239,1050209,1050223,1050229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
1050226,,,,,,,,,,,,,,,,,1050226,1050240,1050231,,,,,,,,,,,,,1050239,1050206,1050209,1050241,1050229,,,,,,,,,,,1050208,1050222,1050221,,,,,,,,,,,,,1050241,1050215,1050218,,,,,,,,,,,,,10502
1050227,1,1050222,,,,,,,,,,,,,,,1050251,,,,,,,,,,,,,,,1050249,,,,,,,,,,,,,,,1050252,,,,,,,,,,,,,,,1050208,,,,,,,,,,,,,,,10502
1050228,2,,,,,,,,,,,,,,,,1050201,1050202,1050234,1050239,1050223,1050231,1050226,1050214,,,,,,,,1050229,1050245,1050237,1050247,1050209,1050246,1050241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502
